DataCode,Rectype,RecYear,Date,Watershed,Transect,TrapStation,Species,SpecimenNo1,SpecimenNo2,VoucherNo,RecaptureStatus,Disposition,TotalLength,TailLength,HFLength,EarLength,Weight,Sex,Age,ReprodCondition,Comments
csm08,1,2016,7/14/16,4B,E,17,BLHY,,,NK269728,N,V,109,19,4,12,12.4,F,A,CSN,
csm08,1,2016,7/21/16,4B,W,12,BLHY,,,NK269855,N,V,98,23,,13,10,M,A,NS,
csm08,1,2016,7/22/16,4B,W,15,BLHY,,,NK269856,N,V,105,24,,14,10.5,M,A,NS,M?
csm08,1,2016,7/22/16,4B,W,18,BLHY,,,NK269857,N,V,107,22,,14,22,M,A,NS,
csm08,1,2016,7/23/16,4B,W,18,BLHY,,,NK269858,N,V,107,17,,13,13,M,A,S,
csm08,1,2016,7/13/16,4F,E,11,BLHY,,,NK269690,N,V,109,21,5,13,13.2,F,A,CSN,
csm08,1,2016,7/14/16,4F,E,16,BLHY,,,NK269722,N,V,95,12,5,12,.,M,A,S,missing weight
csm08,1,2016,7/12/16,4F,E,19,BLHY,,,NK269665,N,V,108,24,3,14,13.7,F,A,OEL,
csm08,1,2016,7/22/16,4F,W,4,BLHY,,,NK269860,N,V,109,23,,14,12,F,A,OEN,
csm08,1,2016,7/29/16,R20A,E,20,BLHY,,,NK269833,N,V,99,22,4,14,12.7,F,A,OSN,
csm08,1,2016,8/5/16,R20A,W,13,BLHY,,,NK269859,N,V,101,22,,14,11,M,A,,
csm08,1,2016,7/23/16,4B,W,3,CHHI,230,,,N,R,,110,28,13,48,F,A,CEN,
csm08,1,2016,7/27/16,R1A,N,6,CHHI,,,NK269796,N,V,198,99,11,26,31,M,A,S,
csm08,1,2016,8/5/16,R20A,W,17,CHHI,,,NK269880,N,V,,,,,,,,,
csm08,1,2016,7/22/16,1D,E,2,MIOC,278,,,N,R,,33,19,,44,F,A,CEN,
csm08,1,2016,7/23/16,1D,E,2,MIOC,212,,,N,R,,38,19,,38,M,A,S,
csm08,1,2016,7/23/16,1D,E,2,MIOC,277,,,N,R,,26,17,,12,M,Juv,NS,
csm08,1,2016,7/23/16,1D,E,4,MIOC,266,,,N,R,,28,17,,10,F,Juv,CSN,
csm08,1,2016,7/23/16,1D,E,7,MIOC,155,,,N,R,,35,19,.,48,F,A,CEN,missing for ear length
csm08,1,2016,7/23/16,1D,E,7,MIOC,230,,,N,R,,40,20,.,45,M,A,S,missing for ear length
csm08,1,2016,7/23/16,1D,E,10,MIOC,269,,,Y,R,,,,,,,,,
csm08,1,2016,7/21/16,1D,E,11,MIOC,269,,,N,R,,34,20,13,34,F,A,CSN,
csm08,1,2016,7/22/16,1D,E,11,MIOC,236,,,N,R,,38,20,,40,M,A,S,
csm08,1,2016,7/22/16,1D,E,11,MIOC,269,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,1D,E,12,MIOC,211,,,N,R,,34,20,,38,F,A,,
csm08,1,2016,7/23/16,1D,E,12,MIOC,170,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,1D,E,13,MIOC,170,,,N,R,,33,20,,37,M,A,NS,
csm08,1,2016,7/23/16,1D,E,13,MIOC,211,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,1D,E,16,MIOC,108,,,N,R,,31,19,,30,M,A,NS,
csm08,1,2016,7/23/16,1D,E,16,MIOC,228,,,N,R,,34,18,,36,M,A,NS,
csm08,1,2016,7/22/16,1D,E,18,MIOC,261,,,N,R,,32,19,,25,F,A,CSN,
csm08,1,2016,7/22/16,1D,E,20,MIOC,279,,,N,R,,35,19,,40,M,A,NS,
csm08,1,2016,7/29/16,1D,W,2,MIOC,,,NK269830,N,V,150,36,14,21,37,F,A,CSN,
csm08,1,2016,7/27/16,1D,W,9,MIOC,,,NK269785,N,V,130,31,16,20,26.1,F,JUV,CSN,
csm08,1,2016,7/29/16,1D,W,12,MIOC,,,NK269832,N,V,133,33,14,19,24.4,F,SA,CSN,
csm08,1,2016,8/4/16,20B,E,1,MIOC,324,,,N,R,,,,,44,M,A,S,
csm08,1,2016,8/5/16,20B,E,3,MIOC,324,,,Y,R,,,,,,M,A,S,
csm08,1,2016,7/15/16,4B,E,1,MIOC,,,NK269750,N,V,125,30,12,19,24.2,M,JUV,NS,
csm08,1,2016,7/13/16,4B,E,2,MIOC,,,NK269687,N,V,160,35,15,20,49.6,F,A,CSN,
csm08,1,2016,7/15/16,4B,E,2,MIOC,,,NK269748,N,V,130,34,13,20,22.2,F,JUV,CSN,
csm08,1,2016,7/13/16,4B,E,3,MIOC,,,NK269688,N,V,134,29,14,19,25.1,F,SA,CSN,
csm08,1,2016,7/14/16,4B,E,8,MIOC,,,NK269729,N,V,155,35,15,19,41.1,M,A,S,
csm08,1,2016,7/14/16,4B,E,20,MIOC,,,NK269731,N,V,149,33,15,19,35.6,F,A,OLL,
csm08,1,2016,7/21/16,4B,W,9,MIOC,227,,,N,R,,37,21,,28,F,A,CSN,
csm08,1,2016,7/23/16,4B,W,9,MIOC,227,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,4B,W,16,MIOC,141,,,N,R,,30,11,19,25,M,A,NS,
csm08,1,2016,7/12/16,4F,E,4,MIOC,,,NK269666,N,V,123,32,12,18,24.5,M,A,NS,
csm08,1,2016,7/13/16,4F,E,4,MIOC,,,NK269692,N,V,142,31,14,18,36.8,F,A,OLL,
csm08,1,2016,7/12/16,4F,E,11,MIOC,,,NK269668,N,V,149,35,13,21,36.4,M,A,S,
csm08,1,2016,7/13/16,4F,E,14,MIOC,,,NK269695,N,V,111,25,13,17,14.3,F,SA,CSN,
csm08,1,2016,7/14/16,4F,E,14,MIOC,,,NK269725,N,V,111,29,14,18,15.1,F,SA,CSN,
csm08,1,2016,7/21/16,4F,W,1,MIOC,272,,,N,R,,32,20,,30,F,A,CSN,
csm08,1,2016,7/22/16,4F,W,1,MIOC,272,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,4F,W,1,MIOC,272,,,Y,R,,,,,,,,,
csm08,1,2016,7/20/16,4F,W,2,MIOC,274,,,N,R,,29,18,13,18,F,Juv,CSN,
csm08,1,2016,7/22/16,4F,W,3,MIOC,220,,,N,R,,27,18,,18,M,SA,NS,
csm08,1,2016,7/23/16,4F,W,8,MIOC,216,,,N,R,,32,18,,,M,A,NS,
csm08,1,2016,7/22/16,4F,W,10,MIOC,202,,,N,R,,30,20,,34,F,A,CSN,
csm08,1,2016,7/28/16,R1A,N,8,MIOC,,,NK269824,N,V,144,37,15,20,40.1,M,A,S,
csm08,1,2016,7/26/16,R1A,N,10,MIOC,,,NK269766,N,V,128,28,14,20,22.6,F,JUV,CSN,
csm08,1,2016,7/27/16,R1A,N,11,MIOC,,,NK269800,N,V,115,27,14,20,23.2,F,JUV,CSN,
csm08,1,2016,7/26/16,R1A,N,12,MIOC,,,NK269771,N,V,149,39,15,21,43,F,SA,CSN,
csm08,1,2016,7/27/16,R1A,N,13,MIOC,,,NK269801,N,V,145,36,15,20,33.8,M,A,S,
csm08,1,2016,7/27/16,R1A,N,18,MIOC,,,NK269805,N,V,149,39,16,20,49.7,F,A,CEN,
csm08,1,2016,7/29/16,R1A,N,18,MIOC,,,NK269850,N,V,119,29,13,20,21.8,F,JUV,CSN,
csm08,1,2016,7/28/16,R1A,N,19,MIOC,,,NK269828,N,V,160,41,14,20,43.3,F,A,OSN,
csm08,1,2016,7/29/16,R1A,N,19,MIOC,,,NK269851,N,V,164,44,14,21,42,M,A,S,
csm08,1,2016,7/13/16,SpB,N,3,MIOC,,,NK269698,N,V,141,27,16,19,31.2,M,A,S,
csm08,1,2016,7/15/16,SpB,N,3,MIOC,,,NK269762,N,V,99,22,10,18,10.8,M,JUV,NS,
csm08,1,2016,7/15/16,SpB,N,3,MIOC,,,NK269765,N,V,150,34,14,20,34.5,F,A,CEN,
csm08,1,2016,7/13/16,SpB,N,6,MIOC,,,NK269700,N,V,146,32,15,17,34.7,F,A,CSN,
csm08,1,2016,7/14/16,SpB,N,9,MIOC,,,NK269732,N,V,155,36,16,20,37.4,M,A,NS,
csm08,1,2016,7/15/16,SpB,N,10,MIOC,,,NK269764,N,V,147,40,12,20,31.1,M,A,S,
csm08,1,2016,7/14/16,SpB,N,17,MIOC,,,NK269735,N,V,148,36,16,18,36.2,M,A,S,
csm08,1,2016,7/13/16,SpB,N,19,MIOC,,,NK269704,N,V,140,29,13,20,35.5,F,A,OSN,
csm08,1,2016,7/22/16,SuB,E,1,MIOC,204,,,N,R,,35,19,,41,M,A,NS,
csm08,1,2016,7/22/16,SuB,E,1,MIOC,218,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,SuB,E,1,MIOC,219,,,Y,R,,,,,,,,,
csm08,1,2016,7/20/16,SuB,E,3,MIOC,218,,,N,R,,33,20,,47,F,A,OEN,
csm08,1,2016,7/21/16,SuB,E,3,MIOC,218,,,Y,R,,,,,,,,,
csm08,1,2016,7/21/16,SuB,E,3,MIOC,219,,,N,R,,26,18,,18,M,Juv,NS,
csm08,1,2016,7/22/16,SuB,E,3,MIOC,223,,,N,R,,37,19,,48,M,A,S,
csm08,1,2016,7/23/16,SuB,E,3,MIOC,204,,,Y,R,,,,,,,,,
csm08,1,2016,7/21/16,SuB,E,9,MIOC,292,,,N,R,,36,22,,39,M,A,S,
csm08,1,2016,7/22/16,SuB,E,9,MIOC,260,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,SuB,E,9,MIOC,292,,,Y,R,,,,,,,,,
csm08,1,2016,7/21/16,SuB,E,11,MIOC,260,,,N,R,,34,20,,42,F,A,OSN,
csm08,1,2016,7/23/16,SuB,E,11,MIOC,225,,,N,R,,,18,,31,F,A,CSN,
csm08,1,2016,7/23/16,SuB,E,15,MIOC,234,,,N,R,,33,18,,41,M,A,NS,
csm08,1,2016,7/20/16,SuB,E,20,MIOC,300,,,N,R,,30,21,13,33,F,A,CSN,
csm08,1,2016,7/21/16,SuB,E,20,MIOC,294,,,N,R,,34,20,,40,M,A,NS,
csm08,1,2016,7/22/16,SuB,E,20,MIOC,300,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,SuB,E,20,MIOC,300,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,SuB,W,6,MIOC,,,NK269877,N,V,112,26,19,10,17,M,JUV,NS,
csm08,1,2016,7/20/16,SuB,W,7,MIOC,,,NK269868,N,V,142,31,19,10,39.4,F,A,CEN,
csm08,1,2016,7/21/16,SuB,W,8,MIOC,,,NK269870,N,V,145,33,21,13,37.5,M,A,S,
csm08,1,2016,7/21/16,SuB,W,10,MIOC,,,NK269873,N,V,,,,,,F,A,OEN,
csm08,1,2016,7/23/16,SuB,W,10,MIOC,,,NK269878,N,V,129,33,18,9,29,M,A,NS,
csm08,1,2016,7/21/16,SuB,W,12,MIOC,,,NK269874,N,V,140,34,19,10,41,M,A,S,
csm08,1,2016,7/22/16,SuB,W,19,MIOC,,,NK269876,N,V,145,34,20,12,29,M,A,NS,
csm08,1,2016,8/3/16,20B,E,8,NEFL,352,,,N,R,,,,,,F,A,CSN,ESCAPED AT STN.#20
csm08,1,2016,8/2/16,20B,E,9,NEFL,217,,,N,R,,,,,265,M,A,NS,
csm08,1,2016,8/2/16,20B,E,15,NEFL,291,,,N,R,,,,,,F,A,CSN,
csm08,1,2016,8/3/16,20B,E,15,NEFL,291,,,Y,R,,,,,,,,,
csm08,1,2016,8/4/16,20B,E,15,NEFL,291,,,Y,R,,,,,,,,,
csm08,1,2016,8/5/16,20B,E,15,NEFL,291,,,Y,R,,,,,,,,,
csm08,1,2016,8/2/16,20B,E,16,NEFL,367,,,N,R,,,,,300,F,A,CSN,
csm08,1,2016,7/13/16,20B,W,6,NEFL,,,NK269708,N,V,331,136,27,37,196.3,F,A,OLL,
csm08,1,2016,7/13/16,20B,W,6,NEFL,,,NK269708,N,V,331,136,27,37,196.3,F,A,OLL,
csm08,1,2016,7/13/16,20B,W,13,NEFL,,,NK269714,N,V,339,159,28,37,318.2,M,A,S,
csm08,1,2016,7/14/16,20B,W,13,NEFL,,,NK269741,N,V,325,143,27,37,162.7,F,A,OLL,
csm08,1,2016,7/12/16,20B,W,15,NEFL,,,NK269682,N,V,360,165,28,39,294.8,F,A,CEN,
csm08,1,2016,7/15/16,20B,W,15,NEFL,,,NK269761,N,V,278,132,25,38,131,F,A,CSN,
csm08,1,2016,8/2/16,R1A,S,15,NEFL,.,,,N,R,,,,,,,,,TRAP BROKE-ESCAPED
csm08,1,2016,7/28/16,R20A,E,2,NEFL,,,NK269813,N,V,320,157,28,40,193.9,F,A,OEN,
csm08,1,2016,8/2/16,SpB,S,7,NEFL,299,,,N,R,,,,,,M,A,NS,
csm08,1,2016,8/3/16,SpB,S,7,NEFL,299,,,Y,R,,,,,,,,,
csm08,1,2016,8/4/16,SpB,S,7,NEFL,299,,,Y,R,,,,,,,,,
csm08,1,2016,8/5/16,SpB,S,7,NEFL,.,,,N,R,,,,,,,,,ESCAPED AT STN.#20
csm08,1,2016,8/2/16,SpB,S,17,NEFL,395,,,N,R,,,,,210,M,A,S,
csm08,1,2016,8/4/16,SpB,S,17,NEFL,295,,,Y,R,,,,,,,,,
csm08,1,2016,8/5/16,SpB,S,17,NEFL,395,,,Y,R,,,,,,,,,
csm08,1,2016,8/4/16,20B,E,1,PMLE,387,,,N,R,,,,,21,F,A,CSN,
csm08,1,2016,8/5/16,20B,E,1,PMLE,304,,,N,R,,,,,,,,,
csm08,1,2016,8/4/16,20B,E,3,PMLE,335,,,N,R,,,,,21,F,A,CSN,
csm08,1,2016,8/2/16,20B,E,6,PMLE,232,,,N,R,,,,,20,F,A,CSN,
csm08,1,2016,8/4/16,20B,E,6,PMLE,232,,,Y,R,,,,,,F,A,CSN,
csm08,1,2016,8/2/16,20B,E,8,PMLE,350,,,N,R,,,,,40,F,A,CEN,PREGNANT
csm08,1,2016,8/3/16,20B,E,8,PMLE,350,,,Y,R,,,,,,,,,
csm08,1,2016,8/4/16,20B,E,8,PMLE,390,,,N,R,,,,,22,F,A,CSN,
csm08,1,2016,8/5/16,20B,E,8,PMLE,308,,,N,R,,,,,,M,A,S,
csm08,1,2016,8/3/16,20B,E,9,PMLE,386,,,N,R,,,,,20,F,A,CSN,
csm08,1,2016,8/4/16,20B,E,9,PMLE,386,,,Y,R,,,,,,,,,
csm08,1,2016,8/2/16,20B,E,10,PMLE,366,,,N,R,,,,,25,M,A,S,
csm08,1,2016,8/3/16,20B,E,10,PMLE,356,,, N,R,,,,,32,M,A,S,
csm08,1,2016,8/3/16,20B,E,10,PMLE,366,,,Y,R,,,,,,,,,
csm08,1,2016,8/4/16,20B,E,10,PMLE,326,,,N,R,,,,,21,F,A,CEN,
csm08,1,2016,8/2/16,20B,E,11,PMLE,344,,,N,R,,,,,28,M,A,S,
csm08,1,2016,8/5/16,20B,E,11,PMLE,377,,,N,R,,,,,,M,A,S,
csm08,1,2016,8/4/16,20B,E,12,PMLE,344,,,Y,R,,,,,,M,A,S,
csm08,1,2016,8/5/16,20B,E,12,PMLE,344,,,Y,R,,,,,,,,,
csm08,1,2016,8/3/16,20B,E,16,PMLE,378,,,N,R,,,,,30,F,A,CEN,
csm08,1,2016,8/4/16,20B,E,16,PMLE,355,,,N,R,,,,,25,M,A,S,
csm08,1,2016,8/5/16,20B,E,16,PMLE,378,,,Y,R,,,,,,,,,
csm08,1,2016,8/4/16,20B,E,17,PMLE,388,,,N,R,,,,,19,F,SA,CSN,
csm08,1,2016,8/5/16,20B,E,17,PMLE,386,,,Y,R,,,,,,,,,
csm08,1,2016,8/2/16,20B,E,19,PMLE,253,,,N,R,,,,,27,M,A,S,
csm08,1,2016,8/4/16,20B,E,19,PMLE,353,,,Y,R,,,,,,M,A,S,
csm08,1,2016,8/4/16,20B,E,19,PMLE,381,,,N,R,,,,,21,F,A,CSN,
csm08,1,2016,8/5/16,20B,E,19,PMLE,381,,,Y,R,,,,,,,,,
csm08,1,2016,8/2/16,20B,E,20,PMLE,370,,,N,R,,,,,17,F,Juv,CSN,
csm08,1,2016,8/2/16,20B,E,20,PMLE,398,,,N,R,,,,,27,M,A,S,
csm08,1,2016,8/3/16,20B,E,20,PMLE,353,,,N,R,,,,,26,M,A,S,
csm08,1,2016,8/3/16,20B,E,20,PMLE,370,,,Y,R,,,,,,,Juv,,
csm08,1,2016,8/4/16,20B,E,20,PMLE,338,,,N,R,,,,,,M,SA,NS,
csm08,1,2016,8/5/16,20B,E,20,PMLE,353,,,Y,R,,,,,,,,,
csm08,1,2016,8/5/16,20B,E,20,PMLE,370,,,Y,R,,,,,,,,,
csm08,1,2016,7/13/16,20B,W,1,PMLE,,,NK269705,N,V,182,76,22,23,30.8,M,A,S,
csm08,1,2016,7/14/16,20B,W,1,PMLE,,,NK269736,N,V,170,71,16,22,20.1,M,A,S,
csm08,1,2016,7/12/16,20B,W,2,PMLE,,,NK269671,N,V,176,76,17,73,31.8,M,A,S,
csm08,1,2016,7/13/16,20B,W,2,PMLE,,,NK269706,N,V,177,78,18,22,24.4,M,A,S,
csm08,1,2016,7/12/16,20B,W,3,PMLE,,,NK269672,N,V,169,77,17,22,27.6,F,A,CSN,
csm08,1,2016,7/14/16,20B,W,3,PMLE,,,NK269737,N,V,166,74,17,22,21.1,M,A,S,
csm08,1,2016,7/15/16,20B,W,3,PMLE,,,NK269757,N,V,170,76,17,23,29.2,F,A,CEL,
csm08,1,2016,7/12/16,20B,W,5,PMLE,,,NK269673,N,V,166,75,18,23,23.5,F,A,OSN,
csm08,1,2016,7/15/16,20B,W,6,PMLE,,,NK269759,N,V,170,81,19,23,20.7,F,A,CSN,
csm08,1,2016,7/12/16,20B,W,8,PMLE,,,NK269674,N,V,177,78,17,22,27.8,M,A,S,
csm08,1,2016,7/12/16,20B,W,8,PMLE,,,NK269675,N,V,172,82,17,22,22.6,F,A,OSN,
csm08,1,2016,7/13/16,20B,W,8,PMLE,,,NK269710,N,V,183,75,20,23,35.5,M,A,S,
csm08,1,2016,7/13/16,20B,W,8,PMLE,,,NK269711,N,V,176,79,18,22,22.7,F,A,CSN,
csm08,1,2016,7/14/16,20B,W,8,PMLE,,,NK269738,N,V,180,83,18,23,25.4,M,A,S,
csm08,1,2016,7/15/16,20B,W,8,PMLE,,,NK269755,N,V,165,76,18,22,19.2,F,A,CSN,
csm08,1,2016,7/12/16,20B,W,9,PMLE,,,NK269676,N,V,160,69,17,22,29,M,A,S,
csm08,1,2016,7/13/16,20B,W,10,PMLE,,,NK269712,N,V,175,77,18,22,25.1,M,A,S,
csm08,1,2016,7/14/16,20B,W,10,PMLE,,,NK269739,N,V,180,81,19,21,30.7,M,A,S,
csm08,1,2016,7/12/16,20B,W,11,PMLE,,,NK269677,N,V,164,76,17,22,27.8,M,A,S,
csm08,1,2016,7/15/16,20B,W,11,PMLE,,,NK269753,N,V,163,80,16,22,25.1,M,A,S,
csm08,1,2016,7/13/16,20B,W,12,PMLE,,,NK269713,N,V,171,75,17,73,22,F,A,CSN,
csm08,1,2016,7/12/16,20B,W,13,PMLE,,,NK269678,N,V,171,84,18,23,30.7,M,A,S,NK269678
csm08,1,2016,7/12/16,20B,W,13,PMLE,,,NK269679,N,V,172,79,17,21,22.1,F,A,CSN,
csm08,1,2016,7/14/16,20B,W,13,PMLE,,,NK269742,N,V,180,80,16,22,28.6,M,A,S,
csm08,1,2016,7/12/16,20B,W,14,PMLE,,,NK269680,N,V,180,87,18,23,32.8,F,A,EL,?EL
csm08,1,2016,7/15/16,20B,W,14,PMLE,,,NK269756,N,V,186,88,17,22,36.5,F,A,CEL,
csm08,1,2016,7/12/16,20B,W,15,PMLE,,,NK269681,N,V,182,84,19,23,38.9,M,A,S,
csm08,1,2016,7/13/16,20B,W,15,PMLE,,,NK269716,N,V,173,75,18,22,25.9,F,A,CLL,
csm08,1,2016,7/14/16,20B,W,16,PMLE,,,NK269743,N,V,186,81,19,23,32.4,F,A,OLL,
csm08,1,2016,7/12/16,20B,W,17,PMLE,,,NK269683,N,V,185,83,18,24,32.9,F,A,OEL,
csm08,1,2016,7/13/16,20B,W,17,PMLE,,,NK269717,N,V,174,73,17,23,20.7,M,A,S,
csm08,1,2016,7/13/16,20B,W,17,PMLE,,,NK269718,N,V,166,70,18,21,22.3,M,A,S,
csm08,1,2016,7/14/16,20B,W,17,PMLE,,,NK269744,N,V,180,80,19,22,31.2,F,A,CLL,
csm08,1,2016,7/13/16,20B,W,18,PMLE,,,NK269719,N,V,172,69,18,22,30,M,A,S,
csm08,1,2016,7/13/16,20B,W,20,PMLE,,,NK269720,N,V,177,80,19,22,25.8,F,A,CLL,
csm08,1,2016,7/13/16,20B,W,20,PMLE,,,NK269721,N,V,179,83,18,24,33.6,M,A,S,
csm08,1,2016,7/21/16,4B,W,13,PMLE,247,,,N,R,,78,23,,33,M,A,S,
csm08,1,2016,7/23/16,4B,W,13,PMLE,295,,,N,R,,77,21,15,19,F,A,CSN,
csm08,1,2016,7/22/16,4B,W,14,PMLE,257,,,N,R,,71,17,21,18,F,A,OSN,
csm08,1,2016,7/23/16,4B,W,14,PMLE,257,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,4B,W,14,PMLE,290,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,4B,W,15,PMLE,290,,,N,R,,76,22,16,25,M,A,NS,
csm08,1,2016,7/27/16,R1A,N,3,PMLE,,,NK269791,N,V,180,77,16,23,33.8,M,A,S,
csm08,1,2016,7/27/16,R1A,N,3,PMLE,,,NK269792,N,V,195,86,17,23,39.8,F,A,OEN,
csm08,1,2016,7/26/16,R1A,N,4,PMLE,,,NK269768,N,V,192,89,16,23,30.7,F,A,OEN,
csm08,1,2016,7/28/16,R1A,N,4,PMLE,,,NK269819,N,V,157,70,16,21,23.3,M,A,S,
csm08,1,2016,7/26/16,R1A,N,5,PMLE,,,NK269770,N,V,175,77,18,24,22.6,M,A,S,
csm08,1,2016,7/27/16,R1A,N,7,PMLE,,,NK269797,N,V,155,72,15,22,18.2,F,JUV,CSN,
csm08,1,2016,7/29/16,R1A,N,9,PMLE,,,NK269842,N,V,179,90,16,23,32.5,M,A,S,
csm08,1,2016,7/28/16,R1A,N,11,PMLE,,,NK269826,N,V,171,85,18,22,22.1,M,A,S,
csm08,1,2016,7/27/16,R1A,N,17,PMLE,,,NK269804,N,V,166,76,18,23,22.5,F,A,CSN,
csm08,1,2016,8/2/16,R1A,S,2,PMLE,282,,,N,R,,84,23,,25,M,A,S,
csm08,1,2016,8/3/16,R1A,S,2,PMLE,282,,,Y,R,,,,,,M,A,S,
csm08,1,2016,8/4/16,R1A,S,2,PMLE,282,,,Y,R,,,,,,,,,
csm08,1,2016,8/2/16,R1A,S,5,PMLE,231,,,N,R,,,,,36,F,A,OEN,
csm08,1,2016,8/3/16,R1A,S,5,PMLE,231,,,Y,R,,,,,,,A,,
csm08,1,2016,8/4/16,R1A,S,5,PMLE,231,,,Y,R,,,,,,F,A,CEN,
csm08,1,2016,8/5/16,R1A,S,5,PMLE,231,,,Y,R,,,,,,,,,
csm08,1,2016,8/5/16,R1A,S,5,PMLE,357,,,N,R,,,,,,M,A,,
csm08,1,2016,7/26/16,R20A,E,2,PMLE,,,NK269775,N,V,170,84,17,24,22.5,F,A,CSN,
csm08,1,2016,7/26/16,R20A,E,13,PMLE,,,NK269779,N,V,171,80,18,23,26.2,M,A,S,
csm08,1,2016,7/26/16,R20A,E,15,PMLE,,,NK269780,N,V,155,68,16,23,21.1,M,SA,NS,
csm08,1,2016,7/13/16,SpB,N,4,PMLE,,,NK269699,N,V,171,74,16,22,24.9,M,A,S,
csm08,1,2016,7/20/16,SuB,E,7,PMLE,276,,,N,R,,81,22,17,23,F,A,OEL,
csm08,1,2016,7/21/16,SuB,E,7,PMLE,276,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,SuB,E,7,PMLE,243,,,N,R,,72,22,16,19,M,A,S,
csm08,1,2016,7/23/16,SuB,E,7,PMLE,243,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,SuB,E,7,PMLE,293,,,Y,R,,,,,,,,,
csm08,1,2016,7/20/16,SuB,E,8,PMLE,293,,,N,R,,89,23,16,29,M,A,S,
csm08,1,2016,7/21/16,SuB,E,8,PMLE,293,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,SuB,E,8,PMLE,276,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,SuB,E,8,PMLE,293,,,Y,R,,,,,,,,,
csm08,1,2016,7/20/16,SuB,W,14,PMLE,,,NK269867,N,V,167,78,23,14,24,M,A,S,
csm08,1,2016,7/21/16,SuB,W,15,PMLE,,,NK269871,N,V,165,75,22,16,25,M,A,S,
csm08,1,2016,7/23/16,SuB,W,15,PMLE,,,NK269879,N,V,163,75,22,15,20,F,A,CSN,
csm08,1,2016,7/21/16,1D,E,4,PMMA,262,,,N,R,,59,20,14,14,M,A,S,
csm08,1,2016,7/23/16,1D,E,5,PMMA,267,,,N,R,,63,19,,15,F,A,CSN,
csm08,1,2016,7/20/16,1D,E,6,PMMA,224,,,N,R,,56,19,14,16,M,A,NS,
csm08,1,2016,7/21/16,1D,E,6,PMMA,233,,,N,R,,62,18,14,17.5,M,A,S,
csm08,1,2016,7/22/16,1D,E,6,PMMA,233,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,1D,E,6,PMMA,224,,,Y,R,,,,,,,,,
csm08,1,2016,7/20/16,1D,E,8,PMMA,246,,,N,R,,60,19,14,19,M,A,A,
csm08,1,2016,7/21/16,1D,E,8,PMMA,245,,,N,R,,57,18,14,13.5,F,A,CSN,
csm08,1,2016,7/21/16,1D,E,8,PMMA,246,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,1D,E,8,PMMA,224,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,1D,E,8,PMMA,246,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,1D,E,8,PMMA,245,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,1D,E,8,PMMA,246,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,1D,E,9,PMMA,244,,,N,R,,60,19,15,17,F,A,CEN,
csm08,1,2016,7/23/16,1D,E,9,PMMA,244,,,Y,R,,,,,,,,,
csm08,1,2016,7/22/16,1D,E,10,PMMA,297,,,Y,R,,,,,,,,,
csm08,1,2016,7/21/16,1D,E,11,PMMA,297,,,N,R,,58,19,14,17,M,A,S,
csm08,1,2016,7/23/16,1D,E,11,PMMA,297,,,Y,R,,,,,,,,,
csm08,1,2016,7/20/16,1D,E,12,PMMA,275,,,N,R,,61,20,14,16,F,A,CSN,
csm08,1,2016,7/21/16,1D,E,12,PMMA,249,,,N,R,,58,19,14,16.5,M,A,S,
csm08,1,2016,7/22/16,1D,E,12,PMMA,275,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,1D,E,13,PMMA,249,,,Y,R,,,,,,,,,
csm08,1,2016,7/23/16,1D,E,19,PMMA,252,,,Y,R,,,,,,,,,
csm08,1,2016,7/21/16,1D,E,20,PMMA,252,,,N,R,,62,19,14,18.5,M,A,S,
csm08,1,2016,7/26/16,1D,W,1,PMMA,,,NK269781,N,V,150,71,17,21,19,M,A,S,
csm08,1,2016,7/27/16,1D,W,1,PMMA,,,NK269784,N,V,154,65,16,19,17.2,F,A,CEN,
csm08,1,2016,7/28/16,1D,W,1,PMMA,,,NK269810,N,V,148,69,16,20,15.7,M,A,S,
csm08,1,2016,7/27/16,1D,W,11,PMMA,,,NK269786,N,V,142,57,16,18,15.8,M,A,NS,
csm08,1,2016,7/29/16,1D,W,11,PMMA,,,NK269831,N,V,146,60,14,20,18.7,M,A,S,
